id,application_date,tot_claim_cnt_l180d,tot_claim_cnt_l360d,disb_bank_loan_wo_tbc,day_sinlastloan
2926003,2024-02-13 05:52:22.149000+00:00,-3,-3,-3,-3
2926004,2024-02-13 05:52:09.786000+00:00,-3,-3,-3,-3
2926005,2024-02-13 05:52:27.063000+00:00,-3,-3,-3,-3
2926006,2024-02-13 05:52:38.435000+00:00,-3,-3,-3,-3
2926007,2024-02-13 05:52:38.435000+00:00,-3,-3,-3,-3
2926008,2024-02-13 05:52:53.760000+00:00,0,2,-1,-1
2926009,2024-02-13 05:52:54.568000+00:00,-3,-3,-3,-3
2926010,2024-02-13 05:52:53.760000+00:00,0,2,-1,-1
2926011,2024-02-13 05:53:05.130000+00:00,-3,-3,-3,-3
2926012,2024-02-13 05:53:17.284000+00:00,-3,-3,-3,-3
2926013,2024-02-13 05:53:26.749000+00:00,0,2,-1,-1
2926014,2024-02-13 05:53:26.749000+00:00,0,2,-1,-1
2926015,2024-02-13 05:53:54.634000+00:00,-3,-3,-3,-3
2926016,2024-02-13 05:53:58.793000+00:00,0,0,-1,187
2926017,2024-02-13 05:54:10.516000+00:00,-3,-3,-3,-3
2926018,2024-02-13 05:53:58.793000+00:00,0,0,-1,187
2926019,2024-02-13 05:54:26.194000+00:00,0,3,-1,378
2926020,2024-02-13 05:54:26.194000+00:00,0,3,-1,378
2926021,2024-02-13 05:54:42.028000+00:00,0,0,-1,147
2926022,2024-02-13 05:54:42.059000+00:00,-3,-3,-3,-3
2926023,2024-02-13 05:54:42.028000+00:00,0,0,-1,147
2926024,2024-02-13 05:55:13.643000+00:00,0,0,2655000001,68
2926025,2024-02-13 05:55:15.861000+00:00,-3,-3,-3,-3
2926026,2024-02-13 05:55:13.643000+00:00,0,0,2655000001,68
2926027,2024-02-13 05:55:45.956000+00:00,-3,-3,-3,-3
2926028,2024-02-13 05:55:47.604000+00:00,0,0,-1,-1
2926029,2024-02-13 05:55:47.604000+00:00,0,0,-1,-1
2926030,2024-02-13 05:56:10.877000+00:00,0,1,250000000,84
2926031,2024-02-13 05:56:14.788000+00:00,-3,-3,-3,-3
2926032,2024-02-13 05:56:10.877000+00:00,0,1,250000000,84
2926033,2024-02-13 05:56:35.945000+00:00,-3,-3,-3,-3
2926034,2024-02-13 05:56:36.930000+00:00,-3,-3,-3,-3
2926035,2024-02-13 05:56:41.187000+00:00,-3,-3,-3,-3
2926036,2024-02-13 05:56:42.853000+00:00,-3,-3,-3,-3
2926037,2024-02-13 05:56:46.312000+00:00,0,0,0,8
2926038,2024-02-13 05:56:52.078000+00:00,-3,-3,-3,-3
2926039,2024-02-13 05:56:46.312000+00:00,0,0,0,8
2926040,2024-02-13 05:57:05.242000+00:00,-3,-3,-3,-3
2926041,2024-02-13 05:57:07.503000+00:00,0,0,0,13
2926042,2024-02-13 05:57:11.923000+00:00,-3,-3,-3,-3
2926043,2024-02-13 05:57:12.578000+00:00,0,5,1046032985,48
2926044,2024-02-13 05:57:14.443000+00:00,0,0,0,1062
2926045,2024-02-13 05:57:17.144000+00:00,0,0,0,8
2926046,2024-02-13 05:57:19.458000+00:00,-3,-3,-3,-3
2926047,2024-02-13 05:57:20.258000+00:00,-3,-3,-3,-3
2926048,2024-02-13 05:57:07.503000+00:00,0,0,0,13
2926049,2024-02-13 05:57:23.202000+00:00,-3,-3,-3,-3
2926050,2024-02-13 05:57:23.543000+00:00,-3,-3,-3,-3
2926051,2024-02-13 05:57:12.578000+00:00,0,5,1046032985,48
2926052,2024-02-13 05:57:14.443000+00:00,0,0,0,1062
2926053,2024-02-13 05:57:17.144000+00:00,0,0,0,8
2926054,2024-02-13 05:57:32.805000+00:00,-3,-3,-3,-3
2926055,2024-02-13 05:57:34.908000+00:00,-3,-3,-3,-3
2926056,2024-02-13 05:57:35.231000+00:00,0,0,0,13
2926057,2024-02-13 05:57:36.791000+00:00,-3,-3,-3,-3
2926058,2024-02-13 05:57:44.524000+00:00,0,5,1046032985,48
2926059,2024-02-13 05:57:48.491000+00:00,-3,-3,-3,-3
2926060,2024-02-13 05:57:35.231000+00:00,0,0,0,13
2926061,2024-02-13 05:57:49.945000+00:00,-3,-3,-3,-3
2926062,2024-02-13 05:57:51.954000+00:00,-3,-3,-3,-3
2926063,2024-02-13 05:57:44.524000+00:00,0,5,1046032985,48
2926064,2024-02-13 05:58:04.132000+00:00,-3,-3,-3,-3
2926065,2024-02-13 05:58:07.693000+00:00,-3,-3,-3,-3
2926066,2024-02-13 05:58:15.374000+00:00,0,0,7269311925,1557
2926067,2024-02-13 05:58:21.526000+00:00,-3,-3,-3,-3
2926068,2024-02-13 05:58:23.049000+00:00,-3,-3,-3,-3
2926069,2024-02-13 05:58:23.326000+00:00,0,0,3055510510,15
2926070,2024-02-13 05:58:15.374000+00:00,0,0,7269311925,1557
2926071,2024-02-13 05:58:23.326000+00:00,0,0,3055510510,15
2926072,2024-02-13 05:58:49.357000+00:00,-3,-3,-3,-3
2926073,2024-02-13 05:58:55.118000+00:00,-3,-3,-3,-3
2926074,2024-02-13 05:59:03.138000+00:00,-3,-3,-3,-3
2926075,2024-02-13 05:59:04.569000+00:00,0,0,967499164,172
2926076,2024-02-13 05:58:49.357000+00:00,-3,-3,-3,-3
2926077,2024-02-13 05:59:05.777000+00:00,-3,-3,-3,-3
2926078,2024-02-13 05:59:09.575000+00:00,-3,-3,-3,-3
2926079,2024-02-13 05:59:16.868000+00:00,-3,-3,-3,-3
2926080,2024-02-13 05:59:03.138000+00:00,-3,-3,-3,-3
2926081,2024-02-13 05:59:04.569000+00:00,0,0,967499164,172
2926082,2024-02-13 05:59:20.535000+00:00,-3,-3,-3,-3
2926083,2024-02-13 05:59:25.468000+00:00,-3,-3,-3,-3
2926084,2024-02-13 05:59:16.868000+00:00,-3,-3,-3,-3
2926085,2024-02-13 05:59:40.321000+00:00,-3,-3,-3,-3
2926086,2024-02-13 05:59:42.541000+00:00,-3,-3,-3,-3
2926087,2024-02-13 05:59:42.541000+00:00,-3,-3,-3,-3
2926088,2024-02-13 05:59:57.230000+00:00,0,0,259607921,267
2926089,2024-02-13 05:59:57.230000+00:00,0,0,259607921,267
2926090,2024-02-13 06:00:22.025000+00:00,0,0,297334099,257
2926091,2024-02-13 06:00:27.035000+00:00,-3,-3,-3,-3
2926092,2024-02-13 06:00:22.025000+00:00,0,0,297334099,257
2926093,2024-02-13 06:00:38.495000+00:00,-3,-3,-3,-3
2926094,2024-02-13 06:00:51.515000+00:00,0,0,297334099,257
2926095,2024-02-13 06:00:53.030000+00:00,-3,-3,-3,-3
2926096,2024-02-13 06:00:51.515000+00:00,0,0,297334099,257
2926097,2024-02-13 06:01:05.106000+00:00,-3,-3,-3,-3
2926098,2024-02-13 06:01:15.958000+00:00,-3,-3,-3,-3
2926099,2024-02-13 06:01:43.661000+00:00,-3,-3,-3,-3
2926100,2024-02-13 06:01:44.591000+00:00,-3,-3,-3,-3
2926101,2024-02-13 06:01:47.495000+00:00,0,0,2845763433,146
2926102,2024-02-13 06:01:47.495000+00:00,0,0,2845763433,146
2926103,2024-02-13 06:02:12.230000+00:00,-3,-3,-3,-3
2926104,2024-02-13 06:02:15.113000+00:00,0,0,737240233,8
2926105,2024-02-13 06:02:15.791000+00:00,0,2,-1,-1
2926106,2024-02-13 06:02:20.188000+00:00,-3,-3,-3,-3
2926107,2024-02-13 06:02:15.791000+00:00,0,2,-1,-1
2926108,2024-02-13 06:02:30.622000+00:00,-3,-3,-3,-3
2926109,2024-02-13 06:02:15.113000+00:00,0,0,737240233,8
2926110,2024-02-13 06:02:33.237000+00:00,-3,-3,-3,-3
2926111,2024-02-13 06:02:33.452000+00:00,0,0,297334099,257
2926112,2024-02-13 06:02:40.394000+00:00,-3,-3,-3,-3
2926113,2024-02-13 06:02:42.656000+00:00,0,2,-1,-1
2926114,2024-02-13 06:02:33.452000+00:00,0,0,297334099,257
2926115,2024-02-13 06:02:43.786000+00:00,0,0,18187711912,817
2926116,2024-02-13 06:02:43.829000+00:00,-3,-3,-3,-3
2926117,2024-02-13 06:02:50.882000+00:00,0,0,0,13
2926118,2024-02-13 06:02:51.400000+00:00,-3,-3,-3,-3
2926119,2024-02-13 06:02:53.704000+00:00,-3,-3,-3,-3
2926120,2024-02-13 06:02:42.656000+00:00,0,2,-1,-1
2926121,2024-02-13 06:02:55.176000+00:00,-3,-3,-3,-3
2926122,2024-02-13 06:02:56.261000+00:00,-3,-3,-3,-3
2926123,2024-02-13 06:02:50.882000+00:00,0,0,0,13
2926124,2024-02-13 06:02:43.786000+00:00,0,0,18187711912,817
2926125,2024-02-13 06:03:03.145000+00:00,-3,-3,-3,-3
2926126,2024-02-13 06:03:04.853000+00:00,-3,-3,-3,-3
2926127,2024-02-13 06:03:13.839000+00:00,-3,-3,-3,-3
2926128,2024-02-13 06:03:17.932000+00:00,-3,-3,-3,-3
2926129,2024-02-13 06:03:19.138000+00:00,0,0,18187711912,817
2926130,2024-02-13 06:03:25.123000+00:00,-3,-3,-3,-3
2926131,2024-02-13 06:03:27.839000+00:00,-3,-3,-3,-3
2926132,2024-02-13 06:03:29.179000+00:00,-3,-3,-3,-3
2926133,2024-02-13 06:03:19.138000+00:00,0,0,18187711912,817
2926134,2024-02-13 06:03:34.403000+00:00,0,0,0,1359
2926135,2024-02-13 06:03:25.123000+00:00,-3,-3,-3,-3
2926136,2024-02-13 06:03:38.543000+00:00,-3,-3,-3,-3
2926137,2024-02-13 06:03:38.695000+00:00,-3,-3,-3,-3
2926138,2024-02-13 06:03:39.710000+00:00,0,5,1046032985,48
2926139,2024-02-13 06:03:34.403000+00:00,0,0,0,1359
2926140,2024-02-13 06:03:49.625000+00:00,-3,-3,-3,-3
2926141,2024-02-13 06:03:39.710000+00:00,0,5,1046032985,48
2926142,2024-02-13 06:03:54.056000+00:00,-3,-3,-3,-3
2926143,2024-02-13 06:03:59.048000+00:00,-3,-3,-3,-3
2926144,2024-02-13 06:03:59.460000+00:00,0,0,0,1639
2926145,2024-02-13 06:03:59.980000+00:00,-3,-3,-3,-3
2926146,2024-02-13 06:04:01.300000+00:00,0,0,0,1359
2926147,2024-02-13 06:04:03.579000+00:00,-3,-3,-3,-3
2926148,2024-02-13 06:04:04.769000+00:00,-3,-3,-3,-3
2926149,2024-02-13 06:04:07.101000+00:00,-3,-3,-3,-3
2926150,2024-02-13 06:03:59.980000+00:00,-3,-3,-3,-3
2926151,2024-02-13 06:04:01.300000+00:00,0,0,0,1359
2926152,2024-02-13 06:03:59.460000+00:00,0,0,0,1639
2926153,2024-02-13 06:04:15.989000+00:00,-3,-3,-3,-3
2926154,2024-02-13 06:04:16.038000+00:00,-3,-3,-3,-3
2926155,2024-02-13 06:04:25.377000+00:00,0,0,505555560,309
2926156,2024-02-13 06:04:29.153000+00:00,0,0,0,1639
2926157,2024-02-13 06:04:30.885000+00:00,-3,-3,-3,-3
2926158,2024-02-13 06:04:32.091000+00:00,-3,-3,-3,-3
2926159,2024-02-13 06:04:40.516000+00:00,0,1,-1,-1
2926160,2024-02-13 06:04:29.153000+00:00,0,0,0,1639
2926161,2024-02-13 06:04:25.377000+00:00,0,0,505555560,309
2926162,2024-02-13 06:04:42.708000+00:00,-3,-3,-3,-3
2926163,2024-02-13 06:04:43.111000+00:00,-3,-3,-3,-3
2926164,2024-02-13 06:04:45.183000+00:00,-3,-3,-3,-3
2926165,2024-02-13 06:04:53.623000+00:00,-3,-3,-3,-3
2926166,2024-02-13 06:04:54.827000+00:00,0,0,505555560,309
2926167,2024-02-13 06:04:40.516000+00:00,0,1,-1,-1
2926168,2024-02-13 06:04:56.113000+00:00,-3,-3,-3,-3
2926169,2024-02-13 06:04:56.569000+00:00,-3,-3,-3,-3
2926170,2024-02-13 06:04:54.827000+00:00,0,0,505555560,309
2926171,2024-02-13 06:05:09.883000+00:00,-3,-3,-3,-3
2926172,2024-02-13 06:05:18+00:00,0,1,-1,-1
2926173,2024-02-13 06:05:24.987000+00:00,0,0,-1,-1
2926174,2024-02-13 06:05:28.316000+00:00,-3,-3,-3,-3
2926175,2024-02-13 06:05:18+00:00,0,1,-1,-1
2926176,2024-02-13 06:05:33.511000+00:00,-3,-3,-3,-3
2926177,2024-02-13 06:05:24.987000+00:00,0,0,-1,-1
2926178,2024-02-13 06:05:39.365000+00:00,-3,-3,-3,-3
2926179,2024-02-13 06:06:00.071000+00:00,-3,-3,-3,-3
2926180,2024-02-13 06:06:01.101000+00:00,0,0,-1,-1
2926181,2024-02-13 06:06:10.451000+00:00,-3,-3,-3,-3
2926182,2024-02-13 06:06:10.693000+00:00,0,0,0,1359
2926183,2024-02-13 06:06:01.101000+00:00,0,0,-1,-1
2926184,2024-02-13 06:06:15.119000+00:00,0,2,1766563873,155
2926185,2024-02-13 06:06:10.693000+00:00,0,0,0,1359
2926186,2024-02-13 06:06:15.119000+00:00,0,2,1766563873,155
2926187,2024-02-13 06:06:33.068000+00:00,-3,-3,-3,-3
2926188,2024-02-13 06:06:35.049000+00:00,-3,-3,-3,-3
2926189,2024-02-13 06:06:41.451000+00:00,0,2,-1,-1
2926190,2024-02-13 06:06:49.205000+00:00,-3,-3,-3,-3
2926191,2024-02-13 06:06:41.451000+00:00,0,2,-1,-1
2926192,2024-02-13 06:07:00.067000+00:00,-3,-3,-3,-3
2926193,2024-02-13 06:07:04.529000+00:00,0,0,1930703189,49
2926194,2024-02-13 06:07:04.529000+00:00,0,0,1930703189,49
2926195,2024-02-13 06:07:21.736000+00:00,0,2,-1,-1
2926196,2024-02-13 06:07:21.736000+00:00,0,2,-1,-1
2926197,2024-02-13 06:08:55.556000+00:00,-3,-3,-3,-3
2926198,2024-02-13 06:09:22.836000+00:00,-3,-3,-3,-3
2926199,2024-02-13 06:09:26.994000+00:00,0,0,217320883,729
2926200,2024-02-13 06:09:31.020000+00:00,-3,-3,-3,-3
2926201,2024-02-13 06:09:26.994000+00:00,0,0,217320883,729
2926202,2024-02-13 06:09:42.309000+00:00,-3,-3,-3,-3
2926203,2024-02-13 06:09:42.929000+00:00,-3,-3,-3,-3
2926204,2024-02-13 06:09:48.104000+00:00,-3,-3,-3,-3
2926205,2024-02-13 06:09:54.210000+00:00,0,0,217320883,729
2926206,2024-02-13 06:09:54.306000+00:00,-3,-3,-3,-3
2926207,2024-02-13 06:09:55.661000+00:00,-3,-3,-3,-3
2926208,2024-02-13 06:09:57.024000+00:00,-3,-3,-3,-3
2926209,2024-02-13 06:10:00.403000+00:00,-3,-3,-3,-3
